gallery_id,post_num,title,content,writer,date,view_count,recommend,comments,comment_count,search_keyword,url,full_text,comments_text,all_text,cleaned_text,sentiment_compound,sentiment_category,view_count_num,recommend_num,month
travel,10072,펫 친화적인 항공사 추천 부탁드려요,펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요.,user072,2024.03.10,1685,34,"['저도 같은 고민이에요', '보험 가입하시는 게 좋아요', '스트레스 완화용 페로몬 스프레이 추천']",3,반려동물 항공,https://gall.dcinside.com/board/view/?id=dog&no=10072,펫 친화적인 항공사 추천 부탁드려요 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요.,저도 같은 고민이에요 보험 가입하시는 게 좋아요 스트레스 완화용 페로몬 스프레이 추천,펫 친화적인 항공사 추천 부탁드려요 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요. 저도 같은 고민이에요 보험 가입하시는 게 좋아요 스트레스 완화용 페로몬 스프레이 추천,펫 친화적인 항공사 추천 부탁드려요 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요 서비스가 좋은 곳으로요 저도 같은 고민이에요 보험 가입하시는 게 좋아요 스트레스 완화용 페로몬 스프레이 추천,0.8,positive,1685,34,03
travel,10073,펫캐리어 안에서 강아지가 울면 어떡하죠?,지난달에 고양이랑 비행기 타고 왔는데 생각보다 스트레스를 많이 받더라고요. 미리 준비를 더 했어야 했나 싶어요.,user073,2024.05.25,1736,37,"['화물칸 온도는 일정하게 유지됩니다', '스트레스 완화용 페로몬 스프레이 추천', '여행 전 건강검진 필수입니다']",3,비행기 여행,https://gall.dcinside.com/board/view/?id=dog&no=10073,펫캐리어 안에서 강아지가 울면 어떡하죠? 지난달에 고양이랑 비행기 타고 왔는데 생각보다 스트레스를 많이 받더라고요. 미리 준비를 더 했어야 했나 싶어요.,화물칸 온도는 일정하게 유지됩니다 스트레스 완화용 페로몬 스프레이 추천 여행 전 건강검진 필수입니다,펫캐리어 안에서 강아지가 울면 어떡하죠? 지난달에 고양이랑 비행기 타고 왔는데 생각보다 스트레스를 많이 받더라고요. 미리 준비를 더 했어야 했나 싶어요. 화물칸 온도는 일정하게 유지됩니다 스트레스 완화용 페로몬 스프레이 추천 여행 전 건강검진 필수입니다,펫캐리어 안에서 강아지가 울면 어떡하죠 지난달에 고양이랑 비행기 타고 왔는데 생각보다 스트레스를 많이 받더라고요 미리 준비를 더 했어야 했나 싶어요 화물칸 온도는 일정하게 유지됩니다 스트레스 완화용 페로몬 스프레이 추천 여행 전 건강검진 필수입니다,-0.6,negative,1736,37,05
dog,10074,반려동물 비행기 여행 실패담,펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요.,user074,2024.10.07,1427,19,['미리 예약하면 할인 받을 수 있어요'],1,비행기 여행,https://gall.dcinside.com/board/view/?id=dog&no=10074,반려동물 비행기 여행 실패담 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요.,미리 예약하면 할인 받을 수 있어요,반려동물 비행기 여행 실패담 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요. 미리 예약하면 할인 받을 수 있어요,반려동물 비행기 여행 실패담 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요 서비스가 좋은 곳으로요 미리 예약하면 할인 받을 수 있어요,0.0,neutral,1427,19,10
cat,10075,고양이 장거리 비행 후 컨디션 회복기,장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요?,user075,2024.08.24,1543,19,"['보험 가입하시는 게 좋아요', '수의사 상담 받아보세요', '화물칸 온도는 일정하게 유지됩니다']",3,강아지 비행기,https://gall.dcinside.com/board/view/?id=dog&no=10075,고양이 장거리 비행 후 컨디션 회복기 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요?,보험 가입하시는 게 좋아요 수의사 상담 받아보세요 화물칸 온도는 일정하게 유지됩니다,고양이 장거리 비행 후 컨디션 회복기 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요? 보험 가입하시는 게 좋아요 수의사 상담 받아보세요 화물칸 온도는 일정하게 유지됩니다,고양이 장거리 비행 후 컨디션 회복기 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다 회복 기간이 얼마나 걸리나요 보험 가입하시는 게 좋아요 수의사 상담 받아보세요 화물칸 온도는 일정하게 유지됩니다,0.3,positive,1543,19,08
dog,10076,고양이 장거리 비행 후 컨디션 회복기,펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다.,user076,2024.07.16,225,9,"['스트레스 완화용 페로몬 스프레이 추천', '진정제는 오히려 위험할 수 있어요']",2,반려동물 운송,https://gall.dcinside.com/board/view/?id=dog&no=10076,고양이 장거리 비행 후 컨디션 회복기 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다.,스트레스 완화용 페로몬 스프레이 추천 진정제는 오히려 위험할 수 있어요,고양이 장거리 비행 후 컨디션 회복기 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다. 스트레스 완화용 페로몬 스프레이 추천 진정제는 오히려 위험할 수 있어요,고양이 장거리 비행 후 컨디션 회복기 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요 미리 확인 필수입니다 스트레스 완화용 페로몬 스프레이 추천 진정제는 오히려 위험할 수 있어요,-0.6,negative,225,9,07
cat,10077,강아지 항공기 태우고 해외 이주 성공기,지난달에 고양이랑 비행기 타고 왔는데 생각보다 스트레스를 많이 받더라고요. 미리 준비를 더 했어야 했나 싶어요.,user077,2024.06.11,95,14,"['스트레스 완화용 페로몬 스프레이 추천', '화물칸 온도는 일정하게 유지됩니다']",2,화물칸 스트레스,https://gall.dcinside.com/board/view/?id=dog&no=10077,강아지 항공기 태우고 해외 이주 성공기 지난달에 고양이랑 비행기 타고 왔는데 생각보다 스트레스를 많이 받더라고요. 미리 준비를 더 했어야 했나 싶어요.,스트레스 완화용 페로몬 스프레이 추천 화물칸 온도는 일정하게 유지됩니다,강아지 항공기 태우고 해외 이주 성공기 지난달에 고양이랑 비행기 타고 왔는데 생각보다 스트레스를 많이 받더라고요. 미리 준비를 더 했어야 했나 싶어요. 스트레스 완화용 페로몬 스프레이 추천 화물칸 온도는 일정하게 유지됩니다,강아지 항공기 태우고 해외 이주 성공기 지난달에 고양이랑 비행기 타고 왔는데 생각보다 스트레스를 많이 받더라고요 미리 준비를 더 했어야 했나 싶어요 스트레스 완화용 페로몬 스프레이 추천 화물칸 온도는 일정하게 유지됩니다,0.0,neutral,95,14,06
cat,10078,고양이 항공 운송 준비물 체크리스트,항공 운송비가 생각보다 비싸서 놀랐어요. 다른 방법은 없을까요?,user078,2024.08.15,431,0,"['여행 전 건강검진 필수입니다', '수의사 상담 받아보세요']",2,강아지 비행기,https://gall.dcinside.com/board/view/?id=dog&no=10078,고양이 항공 운송 준비물 체크리스트 항공 운송비가 생각보다 비싸서 놀랐어요. 다른 방법은 없을까요?,여행 전 건강검진 필수입니다 수의사 상담 받아보세요,고양이 항공 운송 준비물 체크리스트 항공 운송비가 생각보다 비싸서 놀랐어요. 다른 방법은 없을까요? 여행 전 건강검진 필수입니다 수의사 상담 받아보세요,고양이 항공 운송 준비물 체크리스트 항공 운송비가 생각보다 비싸서 놀랐어요 다른 방법은 없을까요 여행 전 건강검진 필수입니다 수의사 상담 받아보세요,-0.3,negative,431,0,08
cat,10079,반려견 화물칸 운송 후기 - 스트레스 많이 받네요,해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다.,user079,2024.01.11,1945,15,"['수의사 상담 받아보세요', '경험상 대형 항공사가 더 안전해요']",2,강아지 비행기,https://gall.dcinside.com/board/view/?id=dog&no=10079,반려견 화물칸 운송 후기 - 스트레스 많이 받네요 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다.,수의사 상담 받아보세요 경험상 대형 항공사가 더 안전해요,반려견 화물칸 운송 후기 - 스트레스 많이 받네요 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다. 수의사 상담 받아보세요 경험상 대형 항공사가 더 안전해요,반려견 화물칸 운송 후기 스트레스 많이 받네요 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요 화물칸이 안전한지 정말 걱정됩니다 수의사 상담 받아보세요 경험상 대형 항공사가 더 안전해요,0.0,neutral,1945,15,01
cat,10080,반려견 진정제 먹이고 비행기 태워도 되나요?,항공 운송비가 생각보다 비싸서 놀랐어요. 다른 방법은 없을까요?,user080,2024.03.25,1710,46,"['성공 경험담 공유해드릴게요', '경험상 대형 항공사가 더 안전해요']",2,비행기 여행,https://gall.dcinside.com/board/view/?id=dog&no=10080,반려견 진정제 먹이고 비행기 태워도 되나요? 항공 운송비가 생각보다 비싸서 놀랐어요. 다른 방법은 없을까요?,성공 경험담 공유해드릴게요 경험상 대형 항공사가 더 안전해요,반려견 진정제 먹이고 비행기 태워도 되나요? 항공 운송비가 생각보다 비싸서 놀랐어요. 다른 방법은 없을까요? 성공 경험담 공유해드릴게요 경험상 대형 항공사가 더 안전해요,반려견 진정제 먹이고 비행기 태워도 되나요 항공 운송비가 생각보다 비싸서 놀랐어요 다른 방법은 없을까요 성공 경험담 공유해드릴게요 경험상 대형 항공사가 더 안전해요,0.6,positive,1710,46,03
cat,10081,화물칸 온도 조절 어떻게 되는지 궁금,해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다.,user081,2024.11.05,553,27,['화물칸 온도는 일정하게 유지됩니다'],1,펫캐리어,https://gall.dcinside.com/board/view/?id=dog&no=10081,화물칸 온도 조절 어떻게 되는지 궁금 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다.,화물칸 온도는 일정하게 유지됩니다,화물칸 온도 조절 어떻게 되는지 궁금 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다. 화물칸 온도는 일정하게 유지됩니다,화물칸 온도 조절 어떻게 되는지 궁금 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요 화물칸이 안전한지 정말 걱정됩니다 화물칸 온도는 일정하게 유지됩니다,0.0,neutral,553,27,11
travel,10082,반려동물 항공 운송 관련 보험 있나요?,진정제를 먹여야 하는지 수의사와 상담했는데 의견이 분분하더라고요. 경험 있으신 분 조언 부탁드려요.,user082,2024.10.24,1486,22,"['성공 경험담 공유해드릴게요', '저도 같은 고민이에요', '진정제는 오히려 위험할 수 있어요']",3,화물칸 스트레스,https://gall.dcinside.com/board/view/?id=dog&no=10082,반려동물 항공 운송 관련 보험 있나요? 진정제를 먹여야 하는지 수의사와 상담했는데 의견이 분분하더라고요. 경험 있으신 분 조언 부탁드려요.,성공 경험담 공유해드릴게요 저도 같은 고민이에요 진정제는 오히려 위험할 수 있어요,반려동물 항공 운송 관련 보험 있나요? 진정제를 먹여야 하는지 수의사와 상담했는데 의견이 분분하더라고요. 경험 있으신 분 조언 부탁드려요. 성공 경험담 공유해드릴게요 저도 같은 고민이에요 진정제는 오히려 위험할 수 있어요,반려동물 항공 운송 관련 보험 있나요 진정제를 먹여야 하는지 수의사와 상담했는데 의견이 분분하더라고요 경험 있으신 분 조언 부탁드려요 성공 경험담 공유해드릴게요 저도 같은 고민이에요 진정제는 오히려 위험할 수 있어요,0.0,neutral,1486,22,10
dog,10083,반려동물 비행기 여행 실패담,펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다.,user083,2024.11.03,308,7,"['수의사 상담 받아보세요', '진정제는 오히려 위험할 수 있어요']",2,항공기 반려동물,https://gall.dcinside.com/board/view/?id=dog&no=10083,반려동물 비행기 여행 실패담 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다.,수의사 상담 받아보세요 진정제는 오히려 위험할 수 있어요,반려동물 비행기 여행 실패담 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다. 수의사 상담 받아보세요 진정제는 오히려 위험할 수 있어요,반려동물 비행기 여행 실패담 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요 미리 확인 필수입니다 수의사 상담 받아보세요 진정제는 오히려 위험할 수 있어요,-0.6,negative,308,7,11
travel,10084,반려동물 운송 중 사고 뉴스 보고 불안해요,펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다.,user084,2024.09.22,600,39,"['진정제는 오히려 위험할 수 있어요', '경험상 대형 항공사가 더 안전해요', '성공 경험담 공유해드릴게요']",3,반려견 여행,https://gall.dcinside.com/board/view/?id=dog&no=10084,반려동물 운송 중 사고 뉴스 보고 불안해요 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다.,진정제는 오히려 위험할 수 있어요 경험상 대형 항공사가 더 안전해요 성공 경험담 공유해드릴게요,반려동물 운송 중 사고 뉴스 보고 불안해요 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요. 미리 확인 필수입니다. 진정제는 오히려 위험할 수 있어요 경험상 대형 항공사가 더 안전해요 성공 경험담 공유해드릴게요,반려동물 운송 중 사고 뉴스 보고 불안해요 펫캐리어 사이즈 맞춰서 준비했는데 막상 공항에서 규정에 안 맞는다고 하더군요 미리 확인 필수입니다 진정제는 오히려 위험할 수 있어요 경험상 대형 항공사가 더 안전해요 성공 경험담 공유해드릴게요,0.0,neutral,600,39,09
travel,10085,고양이 항공 운송 준비물 체크리스트,장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요?,user085,2024.11.04,266,15,['스트레스 완화용 페로몬 스프레이 추천'],1,펫 화물칸,https://gall.dcinside.com/board/view/?id=dog&no=10085,고양이 항공 운송 준비물 체크리스트 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요?,스트레스 완화용 페로몬 스프레이 추천,고양이 항공 운송 준비물 체크리스트 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요? 스트레스 완화용 페로몬 스프레이 추천,고양이 항공 운송 준비물 체크리스트 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다 회복 기간이 얼마나 걸리나요 스트레스 완화용 페로몬 스프레이 추천,0.0,neutral,266,15,11
cat,10086,반려견 진정제 먹이고 비행기 태워도 되나요?,장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요?,user086,2024.11.24,1926,5,"['여행 전 건강검진 필수입니다', '보험 가입하시는 게 좋아요', '수의사 상담 받아보세요', '저도 같은 고민이에요']",4,화물칸 스트레스,https://gall.dcinside.com/board/view/?id=dog&no=10086,반려견 진정제 먹이고 비행기 태워도 되나요? 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요?,여행 전 건강검진 필수입니다 보험 가입하시는 게 좋아요 수의사 상담 받아보세요 저도 같은 고민이에요,반려견 진정제 먹이고 비행기 태워도 되나요? 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요? 여행 전 건강검진 필수입니다 보험 가입하시는 게 좋아요 수의사 상담 받아보세요 저도 같은 고민이에요,반려견 진정제 먹이고 비행기 태워도 되나요 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다 회복 기간이 얼마나 걸리나요 여행 전 건강검진 필수입니다 보험 가입하시는 게 좋아요 수의사 상담 받아보세요 저도 같은 고민이에요,0.3,positive,1926,5,11
cat,10087,고양이 장거리 비행 후 컨디션 회복기,해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다.,user087,2024.05.02,1782,8,"['저도 같은 고민이에요', '진정제는 오히려 위험할 수 있어요']",2,고양이 항공기,https://gall.dcinside.com/board/view/?id=dog&no=10087,고양이 장거리 비행 후 컨디션 회복기 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다.,저도 같은 고민이에요 진정제는 오히려 위험할 수 있어요,고양이 장거리 비행 후 컨디션 회복기 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요. 화물칸이 안전한지 정말 걱정됩니다. 저도 같은 고민이에요 진정제는 오히려 위험할 수 있어요,고양이 장거리 비행 후 컨디션 회복기 해외 이주 예정인데 강아지를 어떻게 데려갈지 고민이에요 화물칸이 안전한지 정말 걱정됩니다 저도 같은 고민이에요 진정제는 오히려 위험할 수 있어요,-0.6,negative,1782,8,05
travel,10088,반려동물 항공 운송 관련 보험 있나요?,장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요?,user088,2024.11.14,125,44,"['저도 같은 고민이에요', '스트레스 완화용 페로몬 스프레이 추천', '진정제는 오히려 위험할 수 있어요']",3,강아지 비행기,https://gall.dcinside.com/board/view/?id=dog&no=10088,반려동물 항공 운송 관련 보험 있나요? 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요?,저도 같은 고민이에요 스트레스 완화용 페로몬 스프레이 추천 진정제는 오히려 위험할 수 있어요,반려동물 항공 운송 관련 보험 있나요? 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다. 회복 기간이 얼마나 걸리나요? 저도 같은 고민이에요 스트레스 완화용 페로몬 스프레이 추천 진정제는 오히려 위험할 수 있어요,반려동물 항공 운송 관련 보험 있나요 장거리 비행 후에 반려동물 컨디션이 어떻게 되는지 궁금합니다 회복 기간이 얼마나 걸리나요 저도 같은 고민이에요 스트레스 완화용 페로몬 스프레이 추천 진정제는 오히려 위험할 수 있어요,-0.6,negative,125,44,11
travel,10089,펫 친화적인 항공사 추천 부탁드려요,지난달에 고양이랑 비행기 타고 왔는데 생각보다 스트레스를 많이 받더라고요. 미리 준비를 더 했어야 했나 싶어요.,user089,2024.04.23,353,48,"['여행 전 건강검진 필수입니다', '화물칸 온도는 일정하게 유지됩니다', '보험 가입하시는 게 좋아요']",3,항공기 반려동물,https://gall.dcinside.com/board/view/?id=dog&no=10089,펫 친화적인 항공사 추천 부탁드려요 지난달에 고양이랑 비행기 타고 왔는데 생각보다 스트레스를 많이 받더라고요. 미리 준비를 더 했어야 했나 싶어요.,여행 전 건강검진 필수입니다 화물칸 온도는 일정하게 유지됩니다 보험 가입하시는 게 좋아요,펫 친화적인 항공사 추천 부탁드려요 지난달에 고양이랑 비행기 타고 왔는데 생각보다 스트레스를 많이 받더라고요. 미리 준비를 더 했어야 했나 싶어요. 여행 전 건강검진 필수입니다 화물칸 온도는 일정하게 유지됩니다 보험 가입하시는 게 좋아요,펫 친화적인 항공사 추천 부탁드려요 지난달에 고양이랑 비행기 타고 왔는데 생각보다 스트레스를 많이 받더라고요 미리 준비를 더 했어야 했나 싶어요 여행 전 건강검진 필수입니다 화물칸 온도는 일정하게 유지됩니다 보험 가입하시는 게 좋아요,0.6,positive,353,48,04
travel,10090,화물칸 환경이 걱정되는데 괜찮을까요?,화물칸 온도가 일정하게 유지되는지 궁금해요. 여름철에는 너무 더울까봐 걱정이에요.,user090,2024.06.28,1443,40,['화물칸 온도는 일정하게 유지됩니다'],1,펫캐리어,https://gall.dcinside.com/board/view/?id=dog&no=10090,화물칸 환경이 걱정되는데 괜찮을까요? 화물칸 온도가 일정하게 유지되는지 궁금해요. 여름철에는 너무 더울까봐 걱정이에요.,화물칸 온도는 일정하게 유지됩니다,화물칸 환경이 걱정되는데 괜찮을까요? 화물칸 온도가 일정하게 유지되는지 궁금해요. 여름철에는 너무 더울까봐 걱정이에요. 화물칸 온도는 일정하게 유지됩니다,화물칸 환경이 걱정되는데 괜찮을까요 화물칸 온도가 일정하게 유지되는지 궁금해요 여름철에는 너무 더울까봐 걱정이에요 화물칸 온도는 일정하게 유지됩니다,-0.6,negative,1443,40,06
travel,10091,화물칸 환경이 걱정되는데 괜찮을까요?,항공 운송비가 생각보다 비싸서 놀랐어요. 다른 방법은 없을까요?,user091,2024.12.23,459,13,"['성공 경험담 공유해드릴게요', '수의사 상담 받아보세요', '보험 가입하시는 게 좋아요']",3,비행기 여행,https://gall.dcinside.com/board/view/?id=dog&no=10091,화물칸 환경이 걱정되는데 괜찮을까요? 항공 운송비가 생각보다 비싸서 놀랐어요. 다른 방법은 없을까요?,성공 경험담 공유해드릴게요 수의사 상담 받아보세요 보험 가입하시는 게 좋아요,화물칸 환경이 걱정되는데 괜찮을까요? 항공 운송비가 생각보다 비싸서 놀랐어요. 다른 방법은 없을까요? 성공 경험담 공유해드릴게요 수의사 상담 받아보세요 보험 가입하시는 게 좋아요,화물칸 환경이 걱정되는데 괜찮을까요 항공 운송비가 생각보다 비싸서 놀랐어요 다른 방법은 없을까요 성공 경험담 공유해드릴게요 수의사 상담 받아보세요 보험 가입하시는 게 좋아요,0.0,neutral,459,13,12
cat,10092,반려동물 운송 중 사고 뉴스 보고 불안해요,펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요.,user092,2024.08.16,126,47,"['저도 같은 고민이에요', '경험상 대형 항공사가 더 안전해요', '여행 전 건강검진 필수입니다', '진정제는 오히려 위험할 수 있어요']",4,펫캐리어,https://gall.dcinside.com/board/view/?id=dog&no=10092,반려동물 운송 중 사고 뉴스 보고 불안해요 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요.,저도 같은 고민이에요 경험상 대형 항공사가 더 안전해요 여행 전 건강검진 필수입니다 진정제는 오히려 위험할 수 있어요,반려동물 운송 중 사고 뉴스 보고 불안해요 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요. 저도 같은 고민이에요 경험상 대형 항공사가 더 안전해요 여행 전 건강검진 필수입니다 진정제는 오히려 위험할 수 있어요,반려동물 운송 중 사고 뉴스 보고 불안해요 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요 서비스가 좋은 곳으로요 저도 같은 고민이에요 경험상 대형 항공사가 더 안전해요 여행 전 건강검진 필수입니다 진정제는 오히려 위험할 수 있어요,0.0,neutral,126,47,08
cat,10093,강아지 해외여행 비행기 태우는 방법 문의,반려동물이 캐리어 안에서 계속 울면 다른 승객들에게 피해가 될까봐 걱정이에요.,user093,2024.09.24,1780,39,"['여행 전 건강검진 필수입니다', '저도 같은 고민이에요', '미리 예약하면 할인 받을 수 있어요', '경험상 대형 항공사가 더 안전해요', '보험 가입하시는 게 좋아요']",5,화물칸 스트레스,https://gall.dcinside.com/board/view/?id=dog&no=10093,강아지 해외여행 비행기 태우는 방법 문의 반려동물이 캐리어 안에서 계속 울면 다른 승객들에게 피해가 될까봐 걱정이에요.,여행 전 건강검진 필수입니다 저도 같은 고민이에요 미리 예약하면 할인 받을 수 있어요 경험상 대형 항공사가 더 안전해요 보험 가입하시는 게 좋아요,강아지 해외여행 비행기 태우는 방법 문의 반려동물이 캐리어 안에서 계속 울면 다른 승객들에게 피해가 될까봐 걱정이에요. 여행 전 건강검진 필수입니다 저도 같은 고민이에요 미리 예약하면 할인 받을 수 있어요 경험상 대형 항공사가 더 안전해요 보험 가입하시는 게 좋아요,강아지 해외여행 비행기 태우는 방법 문의 반려동물이 캐리어 안에서 계속 울면 다른 승객들에게 피해가 될까봐 걱정이에요 여행 전 건강검진 필수입니다 저도 같은 고민이에요 미리 예약하면 할인 받을 수 있어요 경험상 대형 항공사가 더 안전해요 보험 가입하시는 게 좋아요,0.0,neutral,1780,39,09
cat,10094,펫 친화적인 항공사 추천 부탁드려요,펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요.,user094,2024.05.03,1705,8,"['성공 경험담 공유해드릴게요', '스트레스 완화용 페로몬 스프레이 추천', '보험 가입하시는 게 좋아요', '저도 같은 고민이에요', '미리 예약하면 할인 받을 수 있어요']",5,고양이 항공기,https://gall.dcinside.com/board/view/?id=dog&no=10094,펫 친화적인 항공사 추천 부탁드려요 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요.,성공 경험담 공유해드릴게요 스트레스 완화용 페로몬 스프레이 추천 보험 가입하시는 게 좋아요 저도 같은 고민이에요 미리 예약하면 할인 받을 수 있어요,펫 친화적인 항공사 추천 부탁드려요 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요? 서비스가 좋은 곳으로요. 성공 경험담 공유해드릴게요 스트레스 완화용 페로몬 스프레이 추천 보험 가입하시는 게 좋아요 저도 같은 고민이에요 미리 예약하면 할인 받을 수 있어요,펫 친화적인 항공사 추천 부탁드려요 펫 프렌들리한 항공사를 찾고 있는데 추천해주실 수 있나요 서비스가 좋은 곳으로요 성공 경험담 공유해드릴게요 스트레스 완화용 페로몬 스프레이 추천 보험 가입하시는 게 좋아요 저도 같은 고민이에요 미리 예약하면 할인 받을 수 있어요,0.8,positive,1705,8,05
dog,10095,반려견 진정제 먹이고 비행기 태워도 되나요?,반려동물 운송 중 사고 소식을 들으니까 정말 불안해지네요. 안전한 항공사가 어디인지 알고 싶어요.,user095,2024.09.12,936,5,"['수의사 상담 받아보세요', '경험상 대형 항공사가 더 안전해요', '성공 경험담 공유해드릴게요']",3,반려동물 운송,https://gall.dcinside.com/board/view/?id=dog&no=10095,반려견 진정제 먹이고 비행기 태워도 되나요? 반려동물 운송 중 사고 소식을 들으니까 정말 불안해지네요. 안전한 항공사가 어디인지 알고 싶어요.,수의사 상담 받아보세요 경험상 대형 항공사가 더 안전해요 성공 경험담 공유해드릴게요,반려견 진정제 먹이고 비행기 태워도 되나요? 반려동물 운송 중 사고 소식을 들으니까 정말 불안해지네요. 안전한 항공사가 어디인지 알고 싶어요. 수의사 상담 받아보세요 경험상 대형 항공사가 더 안전해요 성공 경험담 공유해드릴게요,반려견 진정제 먹이고 비행기 태워도 되나요 반려동물 운송 중 사고 소식을 들으니까 정말 불안해지네요 안전한 항공사가 어디인지 알고 싶어요 수의사 상담 받아보세요 경험상 대형 항공사가 더 안전해요 성공 경험담 공유해드릴게요,0.8,positive,936,5,09
